"","TABLE_NAME","COMMENTS","schema"
"194","SPECIMEN_ORIG","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"195","SPECIMEN_ORIG","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL) combination","RACEBASE"
"196","SPECIMEN_ORIG","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"197","SPECIMEN_ORIG","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"198","SPECIMEN_ORIG","Valid Values: 1=male, 2=female, 3=undetermined","RACEBASE"
"199","SPECIMEN_ORIG","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"200","SPECIMEN_ORIG","Whole Numbers and null. This value represents the age of fish in years","RACEBASE"
"201","SPECIMEN_ORIG","grams (g)","RACEBASE"
"202","STATIONS","Alpha-numeric designation for the Station established in the design of a Survey.  In the Eastern Bering Sea, these stations have remained constant from the beginning of this time series.  In other regions, sampling locations vary and are identified by station grid cell in which the haul took place.","RACEBASE"
"203","STATIONS","Latitude in decimal degrees","RACEBASE"
"204","STATIONS","Longitude in decimal degrees","RACEBASE"
"205","STATIONS","RACE statistical area for analyzing data.  Strata were designed using bathymetry and other measures of habitat;  References RACEBASE.STRATUM","RACEBASE"
"206","STRATUM","Square kilometers","RACEBASE"
"207","AFSC_ITIS_WORMS","ITIS Taxonomic Serial Number. Species code as identified in the Integrated Taxonomic Information System (https://itis.gov/). Codes were last updated NA.","RACEBASE_FOSS"
"208","AFSC_ITIS_WORMS","Taxon Code. The species code of the organism associated with the ""common_name"" and ""scientific_name"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-ma","RACEBASE_FOSS"
"209","AFSC_ITIS_WORMS","Taxon Common Name. The common name of the marine organism associated with the ""scientific_name"" and ""species_code"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-c","RACEBASE_FOSS"
"210","AFSC_ITIS_WORMS","Taxon Scientific Name. The scientific name of the organism associated with the ""common_name"" and ""species_code"" columns. For a complete taxon list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manu","RACEBASE_FOSS"
"211","AFSC_ITIS_WORMS","World Register of Marine Species Taxonomic Serial Number. Species code as identified in the World Register of Marine Species (WoRMS) (https://www.marinespecies.org/). Codes were last updated NA.","RACEBASE_FOSS"
"212","JOIN_FOSS_CPUE_CATCH","ITIS Taxonomic Serial Number. Species code as identified in the Integrated Taxonomic Information System (https://itis.gov/). Codes were last updated NA.","RACEBASE_FOSS"
"213","JOIN_FOSS_CPUE_CATCH","Number CPUE (no./ha). Relative Abundance. Catch number (in number of organisms) per area (hectares) swept by the net.","RACEBASE_FOSS"
"214","JOIN_FOSS_CPUE_CATCH","Number CPUE (no./km2). Relative Abundance. Catch number (in number of organisms) per area (squared kilometers) swept by the net.","RACEBASE_FOSS"
"215","JOIN_FOSS_CPUE_CATCH","Survey. Abbreviated survey names. The column ""srvy"" is associated with the ""survey"" and ""survey_id"" columns. Northern Bering Sea (NBS), Southeastern Bering Sea (EBS), Bering Sea Slope (BSS), Gulf of Alaska (GOA), Aleutian Islands (AI).","RACEBASE_FOSS"
"216","JOIN_FOSS_CPUE_CATCH","Taxon Code. The species code of the organism associated with the ""common_name"" and ""scientific_name"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-ma","RACEBASE_FOSS"
"217","JOIN_FOSS_CPUE_CATCH","Taxon Common Name. The common name of the marine organism associated with the ""scientific_name"" and ""species_code"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-c","RACEBASE_FOSS"
"218","JOIN_FOSS_CPUE_CATCH","Taxon Confidence Rating. Confidence in the ability of the survey team to correctly identify the taxon to the specified level, based solely on identification skill (e.g., not likelihood of a taxon being caught at that station on a location-by-location basis). Quality codes follow:","RACEBASE_FOSS"
"219","JOIN_FOSS_CPUE_CATCH","Taxon Count. Total number of individuals caught in haul by taxon, represented in whole numbers.","RACEBASE_FOSS"
"220","JOIN_FOSS_CPUE_CATCH","Taxon Scientific Name. The scientific name of the organism associated with the ""common_name"" and ""species_code"" columns. For a complete taxon list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manu","RACEBASE_FOSS"
"221","JOIN_FOSS_CPUE_CATCH","Taxon Weight (kg). Weight (thousandths of a kilogram) of individuals in a haul by taxon.","RACEBASE_FOSS"
"222","JOIN_FOSS_CPUE_CATCH","Weight CPUE (kg/ha). Relative Density. Catch weight (kilograms) divided by area (hectares) swept by the net.","RACEBASE_FOSS"
"223","JOIN_FOSS_CPUE_CATCH","Weight CPUE (kg/km2). Relative Density. Catch weight (kilograms) divided by area (squared kilometers) swept by the net.","RACEBASE_FOSS"
"224","JOIN_FOSS_CPUE_CATCH","World Register of Marine Species Taxonomic Serial Number. Species code as identified in the World Register of Marine Species (WoRMS) (https://www.marinespecies.org/). Codes were last updated NA.","RACEBASE_FOSS"
"225","JOIN_FOSS_CPUE_CATCH","hauljoin. This is a unique numeric identifier assigned to each (vessel, cruise, and haul) combination.","RACEBASE_FOSS"
"226","JOIN_FOSS_CPUE_HAUL","Area Swept (ha). The area the net covered while the net was fishing (hectares), defined as the distance fished times the net width.","RACEBASE_FOSS"
"227","JOIN_FOSS_CPUE_HAUL","Bottom Temperature (Degrees Celsius). Bottom temperature (tenths of a degree Celsius); NA indicates removed or missing values.","RACEBASE_FOSS"
"228","JOIN_FOSS_CPUE_HAUL","Cruise ID. This is a six-digit number identifying the cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.).","RACEBASE_FOSS"
"229","JOIN_FOSS_CPUE_HAUL","Date and Time of Haul. The date (MM/DD/YYYY) and time (HH:MM) of the beginning of the haul.","RACEBASE_FOSS"
"230","JOIN_FOSS_CPUE_HAUL","Depth (m). Bottom depth (tenths of a meter).","RACEBASE_FOSS"
"231","JOIN_FOSS_CPUE_HAUL","Distance Fished (km). Distance the net fished (thousandths of kilometers).","RACEBASE_FOSS"
"232","JOIN_FOSS_CPUE_HAUL","End Latitude (decimal degrees). Latitude (one hundred thousandth of a decimal degree) of the end of the haul.","RACEBASE_FOSS"
"233","JOIN_FOSS_CPUE_HAUL","End Longitude (decimal degrees). Longitude (one hundred thousandth of a decimal degree) of the end of the haul.","RACEBASE_FOSS"
"234","JOIN_FOSS_CPUE_HAUL","Haul Number. This number uniquely identifies a sampling event (haul) within a cruise. It is a sequential number, in chronological order of occurrence.","RACEBASE_FOSS"
"235","JOIN_FOSS_CPUE_HAUL","Haul Performance Code (rating). This denotes what, if any, issues arose during the haul. For more information, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"236","JOIN_FOSS_CPUE_HAUL","Net Height (m). Measured or estimated distance (meters) between footrope and headrope of the trawl.","RACEBASE_FOSS"
"237","JOIN_FOSS_CPUE_HAUL","Net Width (m). Measured or estimated distance (meters) between wingtips of the trawl.","RACEBASE_FOSS"
"238","JOIN_FOSS_CPUE_HAUL","Start Latitude (decimal degrees). Latitude (one hundred thousandth of a decimal degree) of the start of the haul.","RACEBASE_FOSS"
"239","JOIN_FOSS_CPUE_HAUL","Start Longitude (decimal degrees). Longitude (one hundred thousandth of a decimal degree) of the start of the haul.","RACEBASE_FOSS"
"240","JOIN_FOSS_CPUE_HAUL","Station ID. Alpha-numeric designation for the station established in the design of a survey.","RACEBASE_FOSS"
"241","JOIN_FOSS_CPUE_HAUL","Stratum ID. RACE database statistical area for analyzing data. Strata were designed using bathymetry and other geographic and habitat-related elements. The strata are unique to each survey series. Stratum of value 0 indicates experimental tows.","RACEBASE_FOSS"
"242","JOIN_FOSS_CPUE_HAUL","Surface Temperature (Degrees Celsius). Surface temperature (tenths of a degree Celsius); NA indicates removed or missing values.","RACEBASE_FOSS"
"243","JOIN_FOSS_CPUE_HAUL","Survey ID. This number uniquely identifies a survey. Name and description of survey. The column ""survey_id"" is associated with the ""srvy"" and ""survey"" columns. For a complete list of surveys, review the [code books](https://www.fisheries.noaa.gov/resource/document/g","RACEBASE_FOSS"
"244","JOIN_FOSS_CPUE_HAUL","Survey Name. Name and description of survey. The column ""survey"" is associated with the ""srvy"" and ""survey_id"" columns.","RACEBASE_FOSS"
"245","JOIN_FOSS_CPUE_HAUL","Tow Duration (decimal hr). This is the elapsed time between start and end of a haul (decimal hours).","RACEBASE_FOSS"
"246","JOIN_FOSS_CPUE_HAUL","Vessel ID. ID number of the vessel used to collect data for that haul. The column ""vessel_id"" is associated with the ""vessel_name"" column. Note that it is possible for a vessel to have a new name but the same vessel id number. For a complete list of vessel ID codes,","RACEBASE_FOSS"
"247","JOIN_FOSS_CPUE_HAUL","Vessel Name. Name of the vessel used to collect data for that haul. The column ""vessel_name"" is associated with the ""vessel_id"" column. Note that it is possible for a vessel to have a new name but the same vessel id number. For a complete list of vessel ID codes, revi","RACEBASE_FOSS"
"248","JOIN_FOSS_CPUE_HAUL","Year. Year the survey was conducted in.","RACEBASE_FOSS"
"249","JOIN_FOSS_CPUE_HAUL","hauljoin. This is a unique numeric identifier assigned to each (vessel, cruise, and haul) combination.","RACEBASE_FOSS"
"250","RACEBASE_PUBLIC_FOSS","Area Swept (ha). The area the net covered while the net was fishing (hectares), defined as the distance fished times the net width.","RACEBASE_FOSS"
"251","RACEBASE_PUBLIC_FOSS","Bottom Temperature (Degrees Celsius). Bottom temperature (tenths of a degree Celsius); NA indicates removed or missing values. ","RACEBASE_FOSS"
"252","RACEBASE_PUBLIC_FOSS","Cruise ID. This is a six-digit number identifying the cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.). ","RACEBASE_FOSS"
"253","RACEBASE_PUBLIC_FOSS","Date and Time of Haul. The date (MM/DD/YYYY) and time (HH:MM) of the beginning of the haul. ","RACEBASE_FOSS"
"254","RACEBASE_PUBLIC_FOSS","Depth (m). Bottom depth (tenths of a meter). ","RACEBASE_FOSS"
"255","RACEBASE_PUBLIC_FOSS","Distance Fished (km). Distance the net fished (thousandths of kilometers). ","RACEBASE_FOSS"
"256","RACEBASE_PUBLIC_FOSS","End Latitude (decimal degrees). Latitude (one hundred thousandth of a decimal degree) of the end of the haul. ","RACEBASE_FOSS"
"257","RACEBASE_PUBLIC_FOSS","End Longitude (decimal degrees). Longitude (one hundred thousandth of a decimal degree) of the end of the haul. ","RACEBASE_FOSS"
"258","RACEBASE_PUBLIC_FOSS","Haul Number. This number uniquely identifies a sampling event (haul) within a cruise. It is a sequential number, in chronological order of occurrence. ","RACEBASE_FOSS"
"259","RACEBASE_PUBLIC_FOSS","Haul Performance Code (rating). This denotes what, if any, issues arose during the haul. For more information, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"260","RACEBASE_PUBLIC_FOSS","ITIS Taxonomic Serial Number. Species code as identified in the Integrated Taxonomic Information System (https://itis.gov/). Codes were last updated 2022-06-09 21:09:42.","RACEBASE_FOSS"
"261","RACEBASE_PUBLIC_FOSS","Net Height (m). Measured or estimated distance (meters) between footrope and headrope of the trawl. ","RACEBASE_FOSS"
"262","RACEBASE_PUBLIC_FOSS","Net Width (m). Measured or estimated distance (meters) between wingtips of the trawl. ","RACEBASE_FOSS"
"263","RACEBASE_PUBLIC_FOSS","Number CPUE (no./ha). Relative Abundance. Catch number (in number of organisms) per area (hectares) swept by the net. ","RACEBASE_FOSS"
"264","RACEBASE_PUBLIC_FOSS","Number CPUE (no./km2). Relative Abundance. Catch number (in number of organisms) per area (squared kilometers) swept by the net. ","RACEBASE_FOSS"
"265","RACEBASE_PUBLIC_FOSS","Start Latitude (decimal degrees). Latitude (one hundred thousandth of a decimal degree) of the start of the haul. ","RACEBASE_FOSS"
"266","RACEBASE_PUBLIC_FOSS","Start Longitude (decimal degrees). Longitude (one hundred thousandth of a decimal degree) of the start of the haul. ","RACEBASE_FOSS"
"267","RACEBASE_PUBLIC_FOSS","Station ID. Alpha-numeric designation for the station established in the design of a survey. ","RACEBASE_FOSS"
"268","RACEBASE_PUBLIC_FOSS","Stratum ID. RACE database statistical area for analyzing data. Strata were designed using bathymetry and other geographic and habitat-related elements. The strata are unique to each survey series. Stratum of value 0 indicates experimental tows.","RACEBASE_FOSS"
"269","RACEBASE_PUBLIC_FOSS","Surface Temperature (Degrees Celsius). Surface temperature (tenths of a degree Celsius); NA indicates removed or missing values. ","RACEBASE_FOSS"
"270","RACEBASE_PUBLIC_FOSS","Survey ID. This number uniquely identifies a survey. Name and description of survey. The column ""survey_id"" is associated with the ""srvy"" and ""survey"" columns. For a complete list of surveys, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual). ","RACEBASE_FOSS"
"271","RACEBASE_PUBLIC_FOSS","Survey Name. Name and description of survey. The column ""survey"" is associated with the ""srvy"" and ""survey_id"" columns. ","RACEBASE_FOSS"
"272","RACEBASE_PUBLIC_FOSS","Survey. Abbreviated survey names. The column ""srvy"" is associated with the ""survey"" and ""survey_id"" columns. Northern Bering Sea (NBS), Southeastern Bering Sea (EBS), Bering Sea Slope (BSS), Gulf of Alaska (GOA), Aleutian Islands (AI). ","RACEBASE_FOSS"
"273","RACEBASE_PUBLIC_FOSS","Taxon Code. The species code of the organism associated with the ""common_name"" and ""scientific_name"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"274","RACEBASE_PUBLIC_FOSS","Taxon Common Name. The common name of the marine organism associated with the ""scientific_name"" and ""species_code"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"275","RACEBASE_PUBLIC_FOSS","Taxon Confidence Rating. Confidence in the ability of the survey team to correctly identify the taxon to the specified level, based solely on identification skill (e.g., not likelihood of a taxon being caught at that station on a location-by-location basis). Quality codes follow: **""High""**: High confidence and consistency. Taxonomy is stable and reliable at this level, and field identification characteristics are well known and reliable. **""Moderate""**: Moderate confidence. Taxonomy may be questionable at this level, or field identification characteristics may be variable and difficult to assess consistently. **""Low""**: Low confidence. Taxonomy is incompletely known, or reliable field identification characteristics are unknown. Documentation: [Species identification confidence in the eastern Bering Sea shelf survey (1982-2008)](http://apps-afsc.fisheries.noaa.gov/Publications/ProcRpt/PR2009-04.pdf), [Species identification confidence in the eastern Bering Sea slope survey (1976-2010)](http://apps-afsc.fisheries.noaa.gov/Publications/ProcRpt/PR2014-05.pdf), and [Species identification confidence in the Gulf of Alaska and Aleutian Islands surveys (1980-2011)](http://apps-afsc.fisheries.noaa.gov/Publications/ProcRpt/PR2014-01.pdf). ","RACEBASE_FOSS"
"276","RACEBASE_PUBLIC_FOSS","Taxon Count. Total number of individuals caught in haul by taxon, represented in whole numbers. ","RACEBASE_FOSS"
"277","RACEBASE_PUBLIC_FOSS","Taxon Scientific Name. The scientific name of the organism associated with the ""common_name"" and ""species_code"" columns. For a complete taxon list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"278","RACEBASE_PUBLIC_FOSS","Taxon Weight (kg). Weight (thousandths of a kilogram) of individuals in a haul by taxon. ","RACEBASE_FOSS"
"279","RACEBASE_PUBLIC_FOSS","Tow Duration (decimal hr). This is the elapsed time between start and end of a haul (decimal hours).","RACEBASE_FOSS"
"280","RACEBASE_PUBLIC_FOSS","Vessel ID. ID number of the vessel used to collect data for that haul. The column ""vessel_id"" is associated with the ""vessel_name"" column. Note that it is possible for a vessel to have a new name but the same vessel id number. For a complete list of vessel ID codes, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"281","RACEBASE_PUBLIC_FOSS","Vessel Name. Name of the vessel used to collect data for that haul. The column ""vessel_name"" is associated with the ""vessel_id"" column. Note that it is possible for a vessel to have a new name but the same vessel id number. For a complete list of vessel ID codes, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual). ","RACEBASE_FOSS"
"282","RACEBASE_PUBLIC_FOSS","Weight CPUE (kg/ha). Relative Density. Catch weight (kilograms) divided by area (hectares) swept by the net.","RACEBASE_FOSS"
"283","RACEBASE_PUBLIC_FOSS","Weight CPUE (kg/km2). Relative Density. Catch weight (kilograms) divided by area (squared kilometers) swept by the net. ","RACEBASE_FOSS"
"284","RACEBASE_PUBLIC_FOSS","World Register of Marine Species Taxonomic Serial Number. Species code as identified in the World Register of Marine Species (WoRMS) (https://www.marinespecies.org/). Codes were last updated 2022-06-09 21:09:42.","RACEBASE_FOSS"
"285","RACEBASE_PUBLIC_FOSS","Year. Year the survey was conducted in.","RACEBASE_FOSS"
"286","RACEBASE_PUBLIC_FOSS","hauljoin. This is a unique numeric identifier assigned to each (vessel, cruise, and haul) combination.","RACEBASE_FOSS"
"287","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Area Swept (ha). The area the net covered while the net was fishing (hectares), defined as the distance fished times the net width.","RACEBASE_FOSS"
"288","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Bottom Temperature (Degrees Celsius). Bottom temperature (tenths of a degree Celsius); NA indicates removed or missing values. ","RACEBASE_FOSS"
"289","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Cruise ID. This is a six-digit number identifying the cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.). ","RACEBASE_FOSS"
"290","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Date and Time of Haul. The date (MM/DD/YYYY) and time (HH:MM) of the beginning of the haul. ","RACEBASE_FOSS"
"291","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Depth (m). Bottom depth (tenths of a meter). ","RACEBASE_FOSS"
"292","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Distance Fished (km). Distance the net fished (thousandths of kilometers). ","RACEBASE_FOSS"
"293","ZARCHIVE_FOSS_CPUE_ZEROFILLED","End Latitude (decimal degrees). Latitude (one hundred thousandth of a decimal degree) of the end of the haul. ","RACEBASE_FOSS"
"294","ZARCHIVE_FOSS_CPUE_ZEROFILLED","End Longitude (decimal degrees). Longitude (one hundred thousandth of a decimal degree) of the end of the haul. ","RACEBASE_FOSS"
"295","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Haul Number. This number uniquely identifies a sampling event (haul) within a cruise. It is a sequential number, in chronological order of occurrence. ","RACEBASE_FOSS"
"296","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Haul Performance Code (rating). This denotes what, if any, issues arose during the haul. For more information, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"297","ZARCHIVE_FOSS_CPUE_ZEROFILLED","ITIS Taxonomic Serial Number. Species code as identified in the Integrated Taxonomic Information System (https://itis.gov/). Codes were last updated NA.","RACEBASE_FOSS"
"298","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Net Height (m). Measured or estimated distance (meters) between footrope and headrope of the trawl. ","RACEBASE_FOSS"
"299","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Net Width (m). Measured or estimated distance (meters) between wingtips of the trawl. ","RACEBASE_FOSS"
"300","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Number CPUE (no./ha). Relative Abundance. Catch number (in number of organisms) per area (hectares) swept by the net. ","RACEBASE_FOSS"
"301","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Number CPUE (no./km2). Relative Abundance. Catch number (in number of organisms) per area (squared kilometers) swept by the net. ","RACEBASE_FOSS"
"302","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Start Latitude (decimal degrees). Latitude (one hundred thousandth of a decimal degree) of the start of the haul. ","RACEBASE_FOSS"
"303","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Start Longitude (decimal degrees). Longitude (one hundred thousandth of a decimal degree) of the start of the haul. ","RACEBASE_FOSS"
"304","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Station ID. Alpha-numeric designation for the station established in the design of a survey. ","RACEBASE_FOSS"
"305","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Stratum ID. RACE database statistical area for analyzing data. Strata were designed using bathymetry and other geographic and habitat-related elements. The strata are unique to each survey series. Stratum of value 0 indicates experimental tows.","RACEBASE_FOSS"
"306","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Surface Temperature (Degrees Celsius). Surface temperature (tenths of a degree Celsius); NA indicates removed or missing values. ","RACEBASE_FOSS"
"307","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Survey ID. This number uniquely identifies a survey. Name and description of survey. The column ""survey_id"" is associated with the ""srvy"" and ""survey"" columns. For a complete list of surveys, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual). ","RACEBASE_FOSS"
"308","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Survey Name. Name and description of survey. The column ""survey"" is associated with the ""srvy"" and ""survey_id"" columns. ","RACEBASE_FOSS"
"309","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Survey. Abbreviated survey names. The column ""srvy"" is associated with the ""survey"" and ""survey_id"" columns. Northern Bering Sea (NBS), Southeastern Bering Sea (EBS), Bering Sea Slope (BSS), Gulf of Alaska (GOA), Aleutian Islands (AI). ","RACEBASE_FOSS"
"310","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Taxon Code. The species code of the organism associated with the ""common_name"" and ""scientific_name"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"311","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Taxon Common Name. The common name of the marine organism associated with the ""scientific_name"" and ""species_code"" columns. For a complete species list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"312","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Taxon Confidence Rating. Confidence in the ability of the survey team to correctly identify the taxon to the specified level, based solely on identification skill (e.g., not likelihood of a taxon being caught at that station on a location-by-location basis). Quality codes follow: **""High""**: High confidence and consistency. Taxonomy is stable and reliable at this level, and field identification characteristics are well known and reliable. **""Moderate""**: Moderate confidence. Taxonomy may be questionable at this level, or field identification characteristics may be variable and difficult to assess consistently. **""Low""**: Low confidence. Taxonomy is incompletely known, or reliable field identification characteristics are unknown. Documentation: [Species identification confidence in the eastern Bering Sea shelf survey (1982-2008)](http://apps-afsc.fisheries.noaa.gov/Publications/ProcRpt/PR2009-04.pdf), [Species identification confidence in the eastern Bering Sea slope survey (1976-2010)](http://apps-afsc.fisheries.noaa.gov/Publications/ProcRpt/PR2014-05.pdf), and [Species identification confidence in the Gulf of Alaska and Aleutian Islands surveys (1980-2011)](http://apps-afsc.fisheries.noaa.gov/Publications/ProcRpt/PR2014-01.pdf). ","RACEBASE_FOSS"
"313","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Taxon Count. Total number of individuals caught in haul by taxon, represented in whole numbers. ","RACEBASE_FOSS"
"314","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Taxon Scientific Name. The scientific name of the organism associated with the ""common_name"" and ""species_code"" columns. For a complete taxon list, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"315","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Taxon Weight (kg). Weight (thousandths of a kilogram) of individuals in a haul by taxon. ","RACEBASE_FOSS"
"316","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Tow Duration (decimal hr). This is the elapsed time between start and end of a haul (decimal hours).","RACEBASE_FOSS"
"317","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Vessel ID. ID number of the vessel used to collect data for that haul. The column ""vessel_id"" is associated with the ""vessel_name"" column. Note that it is possible for a vessel to have a new name but the same vessel id number. For a complete list of vessel ID codes, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual).","RACEBASE_FOSS"
"318","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Vessel Name. Name of the vessel used to collect data for that haul. The column ""vessel_name"" is associated with the ""vessel_id"" column. Note that it is possible for a vessel to have a new name but the same vessel id number. For a complete list of vessel ID codes, review the [code books](https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual). ","RACEBASE_FOSS"
"319","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Weight CPUE (kg/ha). Relative Density. Catch weight (kilograms) divided by area (hectares) swept by the net.","RACEBASE_FOSS"
"320","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Weight CPUE (kg/km2). Relative Density. Catch weight (kilograms) divided by area (squared kilometers) swept by the net. ","RACEBASE_FOSS"
"321","ZARCHIVE_FOSS_CPUE_ZEROFILLED","World Register of Marine Species Taxonomic Serial Number. Species code as identified in the World Register of Marine Species (WoRMS) (https://www.marinespecies.org/). Codes were last updated NA.","RACEBASE_FOSS"
"322","ZARCHIVE_FOSS_CPUE_ZEROFILLED","Year. Year the survey was conducted in.","RACEBASE_FOSS"
"323","ZARCHIVE_FOSS_CPUE_ZEROFILLED","hauljoin. This is a unique numeric identifier assigned to each (vessel, cruise, and haul) combination.","RACEBASE_FOSS"
"324","SCOPE_LOOKUP","ADP vessel code","RACE_EDIT"
"325","SCOPE_LOOKUP","Aleutians, Gulf, Bering, Bering Slope (AI,GOA,EBS,EBSUCS, repectively)","RACE_EDIT"
"326","SCOPE_LOOKUP","Author responsible for modifying record","RACE_EDIT"
"327","SCOPE_LOOKUP","Date record inserted into table","RACE_EDIT"
"328","SCOPE_LOOKUP","Date record modified relative to original inserted record","RACE_EDIT"
"329","SCOPE_LOOKUP","Maximum depth in a particular range given in meters","RACE_EDIT"
"330","SCOPE_LOOKUP","Minimum depth in a particular range given in meters","RACE_EDIT"
"331","SCOPE_LOOKUP","Numeric primary key autogenerated from sequence","RACE_EDIT"
"332","SCOPE_LOOKUP","Recommended length of wire paid out given in meters","RACE_EDIT"
"333","SCOPE_LOOKUP","Source for values relating to scope","RACE_EDIT"
"334","SCOPE_LOOKUP","Year and cruise number combined","RACE_EDIT"
"335","SCOPE_LOOKUP","ratio of wire out to depth sampled","RACE_EDIT"
"336","SPEED_LOOKUP","ADP vessel code","RACE_EDIT"
"337","SPEED_LOOKUP","Aleutians, Gulf, Bering, Bering Slope (AI,GOA,EBS,EBSUCS, repectively)","RACE_EDIT"
"338","SPEED_LOOKUP","Author responsible for modifying record","RACE_EDIT"
"339","SPEED_LOOKUP","Date record inserted into table","RACE_EDIT"
"340","SPEED_LOOKUP","Date record modified relative to original inserted record","RACE_EDIT"
"341","SPEED_LOOKUP","Numeric primary key autogenerated from sequence","RACE_EDIT"
