"","TABLE_NAME","COMMENTS","schema"
"344","SIZECOMP_EBS_PLUSNW_STRATUM",NA,"HAEHNR"
"345","SIZECOMP_EBS_PLUSNW_STRATUM_GROUPED",NA,"HAEHNR"
"346","SIZECOMP_EBS_STANDARD_STRATUM",NA,"HAEHNR"
"347","SIZECOMP_EBS_STANDARD_STRATUM_GROUPED",NA,"HAEHNR"
"348","SIZECOMP_NBS_STRATUM",NA,"HAEHNR"
"349","ARROWAGESSLOPE2012",NA,"HOFFJ"
"350","BIOMASS19752003",NA,"HOFFJ"
"351","BIOMASS_EBSSLOPE",NA,"HOFFJ"
"352","CATCH19752003",NA,"HOFFJ"
"353","CATCH19752006",NA,"HOFFJ"
"354","CPUE19752006",NA,"HOFFJ"
"355","CPUE_EBSSLOPE",NA,"HOFFJ"
"356","CPUE_EBSSLOPE_POS",NA,"HOFFJ"
"357","CRABSLOPE04",NA,"HOFFJ"
"358","EBS752003HAUL",NA,"HOFFJ"
"359","EBSSLOPE200202BIOPOPVAR",NA,"HOFFJ"
"360","EBSSLOPE200202CPUE",NA,"HOFFJ"
"361","EBSSLOPE200202SIZECOMP",NA,"HOFFJ"
"362","EBSSLOPE200401BIOPOPVAR",NA,"HOFFJ"
"363","EBSSLOPE200401CPUE",NA,"HOFFJ"
"364","EBSSLOPE200401SIZECOMP",NA,"HOFFJ"
"365","EBSSLOPE200401SIZECOMPCRAB",NA,"HOFFJ"
"366","EBSSLOPE200801BIOPOPVAR",NA,"HOFFJ"
"367","EBSSLOPE200801CPUE",NA,"HOFFJ"
"368","EBSSLOPE200801SIZECOMP",NA,"HOFFJ"
"369","EBSSLOPE201001BIOPOPVAR",NA,"HOFFJ"
"370","EBSSLOPE201001BIOPOPVAROLD",NA,"HOFFJ"
"371","EBSSLOPE201001CPUE",NA,"HOFFJ"
"372","EBSSLOPE201001CPUEOLD",NA,"HOFFJ"
"373","EBSSLOPE201001SIZECOMP",NA,"HOFFJ"
"374","EBSSLOPE201001SIZECOMPOLD",NA,"HOFFJ"
"375","EBSSLOPE201201BIOPOPVAR",NA,"HOFFJ"
"376","EBSSLOPE201201CPUE",NA,"HOFFJ"
"377","EBSSLOPE201201SIZECOMP",NA,"HOFFJ"
"378","FISHPOWER722006",NA,"HOFFJ"
"379","FISHPOWER752003",NA,"HOFFJ"
"380","GRPCATCH19752003",NA,"HOFFJ"
"381","GTAGESSLOPE2002",NA,"HOFFJ"
"382","GTAGESSLOPE2004",NA,"HOFFJ"
"383","GTAGESSLOPE2008",NA,"HOFFJ"
"384","GTAGESSLOPE2010",NA,"HOFFJ"
"385","GTAGESSLOPE2012",NA,"HOFFJ"
"386","GTURBOTAGESSLOPE2002",NA,"HOFFJ"
"387","HALIBUT_MEAN_CPUE_LT66CM_EBSS",NA,"HOFFJ"
"388","NUL752006",NA,"HOFFJ"
"389","SHELFCATCH82_2012",NA,"HOFFJ"
"390","SIZECOMP_EBSSLOPE",NA,"HOFFJ"
"391","SLOPE04CATCH",NA,"HOFFJ"
"392","SLOPE04HAUL",NA,"HOFFJ"
"393","SLOPELWT",NA,"HOFFJ"
"394","STANDGROUP",NA,"HOFFJ"
"395","SUBCPUE19752003",NA,"HOFFJ"
"396","TOTCPUE19752003",NA,"HOFFJ"
"397","AGECOMP_TOTAL",NA,"AIGOA_WORK_DATA"
"398","BIN$7+WhYuqYUGLgUyh4N6HNqg==$0",NA,"AIGOA_WORK_DATA"
"399","BIN$7+WjvvuFUQXgUyh4N6GW8Q==$0",NA,"AIGOA_WORK_DATA"
"400","BIN$79RUqL5gOergUyh4N6G7fA==$0",NA,"AIGOA_WORK_DATA"
"401","BIN$8gGyz/AtFq3gUyh4N6FO4g==$0",NA,"AIGOA_WORK_DATA"
"402","GT_BIOMASS_YSS",NA,"AIGOA_WORK_DATA"
"403","PLANNING_DATA",NA,"AIGOA_WORK_DATA"
"404","AI_1991_NEW_STRATA",NA,"ALEUTIANS"
"405","ANALYSIS_SPECIES",NA,"ALEUTIANS"
"406","BIOMASS_AREA_1991_OLD",NA,"ALEUTIANS"
"407","BIOMASS_AREA_1994_OLD",NA,"ALEUTIANS"
"408","BIOMASS_AREA_1997_OLD",NA,"ALEUTIANS"
"409","BIOMASS_AREA_2000_OLD",NA,"ALEUTIANS"
"410","BIOMASS_AREA_2002_OLD",NA,"ALEUTIANS"
"411","BIOMASS_AREA_2004",NA,"ALEUTIANS"
"412","BIOMASS_DEPTH_1991_OLD",NA,"ALEUTIANS"
"413","BIOMASS_DEPTH_1994_OLD",NA,"ALEUTIANS"
"414","BIOMASS_DEPTH_1997_OLD",NA,"ALEUTIANS"
"415","BIOMASS_DEPTH_2000_OLD",NA,"ALEUTIANS"
"416","BIOMASS_DEPTH_2002_OLD",NA,"ALEUTIANS"
"417","BIOMASS_DEPTH_2004",NA,"ALEUTIANS"
"418","BIOMASS_INPFC_1991_OLD",NA,"ALEUTIANS"
"419","BIOMASS_INPFC_1994_OLD",NA,"ALEUTIANS"
"420","BIOMASS_INPFC_1997_OLD",NA,"ALEUTIANS"
"421","BIOMASS_INPFC_2000_OLD",NA,"ALEUTIANS"
"422","BIOMASS_INPFC_2002_OLD",NA,"ALEUTIANS"
"423","BIOMASS_INPFC_2004",NA,"ALEUTIANS"
"424","BIOMASS_INPFC_DEPTH_1991_OLD",NA,"ALEUTIANS"
"425","BIOMASS_INPFC_DEPTH_1994_OLD",NA,"ALEUTIANS"
"426","BIOMASS_INPFC_DEPTH_1997_OLD",NA,"ALEUTIANS"
"427","BIOMASS_INPFC_DEPTH_2000_OLD",NA,"ALEUTIANS"
"428","BIOMASS_INPFC_DEPTH_2002_OLD",NA,"ALEUTIANS"
"429","BIOMASS_INPFC_DEPTH_2004",NA,"ALEUTIANS"
"430","BIOMASS_STRATUM_1991_OLD",NA,"ALEUTIANS"
"431","BIOMASS_STRATUM_1994_OLD",NA,"ALEUTIANS"
"432","BIOMASS_STRATUM_1997_OLD",NA,"ALEUTIANS"
"433","BIOMASS_STRATUM_2000_OLD",NA,"ALEUTIANS"
"434","BIOMASS_STRATUM_2002_OLD",NA,"ALEUTIANS"
"435","BIOMASS_STRATUM_2004",NA,"ALEUTIANS"
"436","BIOMASS_TOTAL_1991_OLD",NA,"ALEUTIANS"
"437","BIOMASS_TOTAL_1994_OLD",NA,"ALEUTIANS"
"438","BIOMASS_TOTAL_1997_OLD",NA,"ALEUTIANS"
"439","BIOMASS_TOTAL_2000_OLD",NA,"ALEUTIANS"
"440","BIOMASS_TOTAL_2002_OLD",NA,"ALEUTIANS"
"441","BIOMASS_TOTAL_2004",NA,"ALEUTIANS"
"442","CPUE_2002",NA,"ALEUTIANS"
"443","CPUE_2004",NA,"ALEUTIANS"
"444","HAUL_2002",NA,"ALEUTIANS"
"445","LENGTH_2002",NA,"ALEUTIANS"
"446","SIZECOMP_AREA_1991_OLD",NA,"ALEUTIANS"
"447","SIZECOMP_AREA_1994_OLD",NA,"ALEUTIANS"
"448","SIZECOMP_AREA_1997_OLD",NA,"ALEUTIANS"
"449","SIZECOMP_AREA_2000_OLD",NA,"ALEUTIANS"
"450","SIZECOMP_AREA_2002_OLD",NA,"ALEUTIANS"
"451","SIZECOMP_DEPTH_1991_OLD",NA,"ALEUTIANS"
"452","SIZECOMP_DEPTH_1994_OLD",NA,"ALEUTIANS"
"453","SIZECOMP_DEPTH_1997_OLD",NA,"ALEUTIANS"
"454","SIZECOMP_DEPTH_2000_OLD",NA,"ALEUTIANS"
"455","SIZECOMP_DEPTH_2002_OLD",NA,"ALEUTIANS"
"456","SIZECOMP_INPFC_1991_OLD",NA,"ALEUTIANS"
"457","SIZECOMP_INPFC_1994_OLD",NA,"ALEUTIANS"
"458","SIZECOMP_INPFC_1997_OLD",NA,"ALEUTIANS"
"459","SIZECOMP_INPFC_2000_OLD",NA,"ALEUTIANS"
"460","SIZECOMP_INPFC_2002_OLD",NA,"ALEUTIANS"
"461","SIZECOMP_INPFC_DEPTH_1991_OLD",NA,"ALEUTIANS"
"462","SIZECOMP_INPFC_DEPTH_1994_OLD",NA,"ALEUTIANS"
"463","SIZECOMP_INPFC_DEPTH_1997_OLD",NA,"ALEUTIANS"
"464","SIZECOMP_INPFC_DEPTH_2000_OLD",NA,"ALEUTIANS"
"465","SIZECOMP_INPFC_DEPTH_2002_OLD",NA,"ALEUTIANS"
"466","SIZECOMP_STRATUM_1991_OLD",NA,"ALEUTIANS"
"467","SIZECOMP_STRATUM_1994_OLD",NA,"ALEUTIANS"
"468","SIZECOMP_STRATUM_1997_OLD",NA,"ALEUTIANS"
"469","SIZECOMP_STRATUM_2000_OLD",NA,"ALEUTIANS"
"470","SIZECOMP_STRATUM_2002_OLD",NA,"ALEUTIANS"
"471","SIZECOMP_TOTAL_1991_OLD",NA,"ALEUTIANS"
"472","SIZECOMP_TOTAL_1994_OLD",NA,"ALEUTIANS"
"473","SIZECOMP_TOTAL_1997_OLD",NA,"ALEUTIANS"
"474","SIZECOMP_TOTAL_2000_OLD",NA,"ALEUTIANS"
"475","SIZECOMP_TOTAL_2002_OLD",NA,"ALEUTIANS"
"476","SIZELOOKUP_1MM_TIMESERIES",NA,"CRAB"
"477","EBS_VAST_HAULS",NA,"SAFE"
"478","LEG_PERSONNEL",NA,"SAFE"
"479","NBS_VAST_HAULS",NA,"SAFE"
"480","OTHER_SAMPLES",NA,"SAFE"
"481","POLLOCK_HISTORICAL_DESIGN_HAULS",NA,"SAFE"
"482","RACEBASE_STRATUM",NA,"SAFE"
"483","SPECIMEN_EXPORT_09272010",NA,"SAFE"
"484","SPECIMEN_POLLOCK_10062010",NA,"SAFE"
"485","SPECIMEN_VIEW",NA,"SAFE"
"486","STRATUM_LOOKUP",NA,"SAFE"
"487","SURVEY",NA,"SAFE"
"488","SURVEY_LEG",NA,"SAFE"
"489","SURVEY_OLD",NA,"SAFE"
"490","SURVEY_PERSONNEL",NA,"SAFE"
"491","TAXON",NA,"SAFE"
"492","TECH_APPENDIX_A",NA,"SAFE"
"493","TECH_APPENDIX_B",NA,"SAFE"
"494","TECH_POPULATION_STRATUM",NA,"SAFE"
"495","TECH_POPULATION_SUBAREA",NA,"SAFE"
"496","TECH_POPULATION_TOTAL",NA,"SAFE"
"497","TECH_SIZECOMP",NA,"SAFE"
"498","TECH_TABLE4_STRATUM",NA,"SAFE"
"499","TECH_TABLE4_TOTAL",NA,"SAFE"
"500","TECH_TABLE5_STRATUM",NA,"SAFE"
"501","TECH_TABLE5_TOTAL",NA,"SAFE"
"502","TECH_TAXON_GROUP",NA,"SAFE"
"503","VAST_GRID",NA,"SAFE"
"504","VAST_PARAMETER","VAST_PARAMETER archives the base parameters used for each species or species complex for a given survey in a given year, which are passed to the VAST estimation package in R.","SAFE"
"505","VAST_STRATUM","VAST_STRATUM archives the strata descriptions and delimiters for survey strata used in the R package: VAST.","SAFE"
